id,date,screen_name,text,username,background_img_url,profile_image,followers_count,friends_count,retweet_count,favorite_count,geo,coordinates,hashtags,type
1387026715788996620,Tue Apr 27 12:51:53 +0000 2021,Redoleander2,"b""I'm tired of my ulting my ults and seeing petty fanwars between the morons residing in these fandoms :( people can'? https://t.co/ulHnwZuX2b""",Ada,,http://pbs.twimg.com/profile_images/1387965113206853635/cQvo1ad2_normal.jpg,253,279,0,0,,,[],
1386980262957957124,Tue Apr 27 09:47:18 +0000 2021,peterlemz,b'Oil drilling in Okavango? WTF! Morons. :-( https://t.co/yJBg2Dsffm',peter de lange,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1098871882298871808/2HKiKf3i_normal.jpg,486,500,0,0,,,[],
1386815252487081989,Mon Apr 26 22:51:36 +0000 2021,prinkiepuss,b':( A 13 year old girl in my city was the youngest death to Covid here. After constantly being told they were too yo? https://t.co/rl0PFfOQuk',Carrie,,http://pbs.twimg.com/profile_images/1311829734498672641/kI0WEZJU_normal.jpg,76,277,2,5,,,[],
1389206659143176195,Mon May 03 13:14:12 +0000 2021,breezyskets,b'If you?re a female and I?ve tried to press it I?ll apologise as it was just the gear talking and you?re actually a skank :(',Harold Ronald George Montgomery Winston,http://abs.twimg.com/images/themes/theme9/bg.gif,http://pbs.twimg.com/profile_images/1337654012179607553/dfDooQGv_normal.jpg,633,415,0,12,,,[],
1389179973873831936,Mon May 03 11:28:10 +0000 2021,jillparton,"b'@AveryOfBirds @CrunchAlias @ValDobson @tessia_6 @EdinRapeCrisis @mridul_wadhwa The job was advertised, under equali? https://t.co/h9BrZpH4IY'",Jill Parton,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/929861425874563074/f1t0fEwO_normal.jpg,408,828,0,0,,,[],
1389171604219850754,Mon May 03 10:54:54 +0000 2021,nuggetscenez,"b""RT @LittleEunBun02: To be a female idol in this industry and yet being able to say this out to the world takes so much courage...\nI'm so pr?""",jy²,,http://pbs.twimg.com/profile_images/1386613610139459587/uRF6ftvO_normal.jpg,689,1473,36,0,,,[],
1389169654623444994,Mon May 03 10:47:09 +0000 2021,bruhmoment1312,b'this orgasmic weather change has to be one of three things that unexplainably change my mood for the better. Female? https://t.co/lmWgdC0ery',A.,,http://pbs.twimg.com/profile_images/1192826605590253576/kp4PGL2u_normal.jpg,13,177,0,0,,,[],
1389147928422453249,Mon May 03 09:20:49 +0000 2021,Ellwasthere,b'@graysonwasheree Apparently it?s dangerous and it could kill the female :(',Ellie,,http://pbs.twimg.com/profile_images/1388923395950190593/LidoHz_l_normal.jpg,1598,2314,0,1,,,[],
1389140237847187456,Mon May 03 08:50:16 +0000 2021,Lilysea,"b""@madradish o.O\n\nI think I've met a lot of them harrassing me for being a fat female wheelchair user in public :(""",Masks save lives,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1034868562916126720/MNGFgZ6h_normal.jpg,1332,236,0,1,,,[],
1389127589739089922,Mon May 03 08:00:00 +0000 2021,BHDkbiz,"b""#HYOMIN (T-ARA) LEAVE SUBLIME ARTIST AGENCY :(((\n\nHyomin's 3-year contract with SAA has expired. The company thanke? https://t.co/MNfi5NQum7""",BHDkbiz,,http://pbs.twimg.com/profile_images/1378964574909595651/oO0Q7khT_normal.jpg,1,71,1,0,,,"[{'text': 'HYOMIN', 'indices': [0, 7]}]",
1389116568471105538,Mon May 03 07:16:13 +0000 2021,Pedro24042545,b'I interacted with a female my age in the first time in over a year recently \n:( #FortniteCompetitive',Electrophonics,,http://pbs.twimg.com/profile_images/1342917970280947713/l8nwluU1_normal.jpg,40,136,0,0,,,"[{'text': 'FortniteCompetitive', 'indices': [80, 100]}]",
1389116394088714242,Mon May 03 07:15:31 +0000 2021,YERINNIE_CHU,"b""RT @LittleEunBun02: To be a female idol in this industry and yet being able to say this out to the world takes so much courage...\nI'm so pr?""",GFRIEND_YERINNIE,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1383997624101965829/tKa7fn5B_normal.jpg,303,469,36,0,,,[],
1389101497720311809,Mon May 03 06:16:19 +0000 2021,EIrylMae,"b""RT @LittleEunBun02: To be a female idol in this industry and yet being able to say this out to the world takes so much courage...\nI'm so pr?""",YennieDoll,,http://pbs.twimg.com/profile_images/1387045591906013190/KjYvJMDu_normal.jpg,163,173,36,0,,,[],
1389087990232739848,Mon May 03 05:22:39 +0000 2021,g_f_riend,"b""RT @LittleEunBun02: To be a female idol in this industry and yet being able to say this out to the world takes so much courage...\nI'm so pr?""",kei,,http://pbs.twimg.com/profile_images/1388470793445597187/_hAbL-lf_normal.jpg,506,1377,36,0,,,[],
1389042113434771468,Mon May 03 02:20:21 +0000 2021,lukeuIeIes,b'@GIMMEGIMMEMOE most female artists are :(',luke,,http://pbs.twimg.com/profile_images/1388958626023415811/7sNz_rv1_normal.jpg,73,90,0,0,,,[],
1389036554954235907,Mon May 03 01:58:16 +0000 2021,stan_GodFriend,"b""RT @LittleEunBun02: To be a female idol in this industry and yet being able to say this out to the world takes so much courage...\nI'm so pr?""",Eunha's Gf,,http://pbs.twimg.com/profile_images/1384314584215871488/4X2bX1c3_normal.jpg,107,182,36,0,,,[],
1389017359562727424,Mon May 03 00:41:59 +0000 2021,EndOfJuan,b'Why can?t they?re be one female in this world who listens to Shiloh Dynasty :(',(666),,http://pbs.twimg.com/profile_images/1389024618694971394/XfsBN0V__normal.jpg,7,10,0,0,,,[],
1388991099780407300,Sun May 02 22:57:39 +0000 2021,motha_licka_,"b""just again straight out told my mom i don't identify as female and i bet a million bucks she wont ever acknowledge it :( /neg""",leaf/ drew,,http://pbs.twimg.com/profile_images/1385758314269745154/f4KR3D_l_normal.jpg,138,134,0,2,,,[],
1388987506532646913,Sun May 02 22:43:22 +0000 2021,JehannDeb,b'At first they thought it was a male mummy. It turned out to be female with a fetus. She was 20-30 years old when she died. :(',deborah7938,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/745744004013162497/0-6r7aoB_normal.jpg,107,760,0,0,,,[],
1388974795224662018,Sun May 02 21:52:51 +0000 2021,dadsdogfood,"b""@trilldegard They're naughty! I've had a 40gal kicking around for a year and wanna do a no-filter with shrimp and a female beta pod BAD :(""",HemlockBongRip,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1359578685481844744/utOffTuq_normal.jpg,145,220,0,1,,,[],
1388970305368907776,Sun May 02 21:35:01 +0000 2021,yeoldeyaaa,"b""RT @LittleEunBun02: To be a female idol in this industry and yet being able to say this out to the world takes so much courage...\nI'm so pr?""",beau,,http://pbs.twimg.com/profile_images/1388846773796409344/1gJECQQI_normal.jpg,377,666,36,0,,,[],
1388969300615065602,Sun May 02 21:31:01 +0000 2021,bleedsparkles,b'RT @vincensus: i feel so bad for both joong-ki and joo-hyuk :((( some of their fans do not appreciate their new dramas w/ other female lead?',just a random stan acc,,http://pbs.twimg.com/profile_images/1388620863608524803/bROHs1vD_normal.jpg,7,27,35,0,,,[],
1388929942176604160,Sun May 02 18:54:37 +0000 2021,VOIDISSLEEPY,"b""@krustyspam a lot of female streamers i've come to like don't stream when i'm able to watch so :(""",V0!D,,http://pbs.twimg.com/profile_images/1388884587904917508/4aoi-fNV_normal.jpg,12,163,0,3,,,[],
1388910382815846406,Sun May 02 17:36:54 +0000 2021,M1narc,b'When is the next female Byleth rerun :(',Marc-Min,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1359318273427390464/l79nVv0C_normal.jpg,248,272,0,0,,,[],
1388895892913143813,Sun May 02 16:39:19 +0000 2021,1RealNigger,b'RT @BashamRaelyn: Girls !!! hmu I need new female friends to go to brunch with :(',Swazi,,http://pbs.twimg.com/profile_images/1365143283559788544/gRb8Jnrn_normal.jpg,152,128,1,0,,,[],
1388893545134690304,Sun May 02 16:30:00 +0000 2021,SkeppyGoBrr,"b'@amaxya_ He keeps supporting a female cc named andi. She used the b slur, tried to speak over Mexicans, mocked neopronouns and more. :('",4YD3N,,http://pbs.twimg.com/profile_images/1388686933329694721/x4acDT1M_normal.jpg,720,643,0,1,,,[],
1388885484965859330,Sun May 02 15:57:58 +0000 2021,BashamRaelyn,b'Girls !!! hmu I need new female friends to go to brunch with :(',Rae,,http://pbs.twimg.com/profile_images/1379305969352593412/BBDhf2NM_normal.jpg,107,118,1,0,,,[],
1388874807064756225,Sun May 02 15:15:32 +0000 2021,MadGFRIEND,"b""RT @LittleEunBun02: To be a female idol in this industry and yet being able to say this out to the world takes so much courage...\nI'm so pr?""",Sapongpipong91,,http://pbs.twimg.com/profile_images/1382966242961616897/-0QUKVVc_normal.jpg,428,961,36,0,,,[],
1388873583498342405,Sun May 02 15:10:40 +0000 2021,enderstories,b'@kanzieee hmm maybe astellic! ? dont watch many female ccs which is an issue because theyre all so nice :( other th? https://t.co/fAYmuA3JLR',max | ayup vilbur,,http://pbs.twimg.com/profile_images/1388562134263427073/j0mKK8na_normal.png,700,1340,0,1,,,[],
1388868455710040065,Sun May 02 14:50:18 +0000 2021,briianpacked,b'@nicolelfc_ @KZN22_ female juice dead :(',brian,,http://pbs.twimg.com/profile_images/1388836368084779011/YDW3_02s_normal.jpg,100,95,0,3,,,[],
1388833814575714308,Sun May 02 12:32:39 +0000 2021,merndaonbirdapp,b'seeing punz defend andi is rlly upsetting :( we don?t hate her cause she?s a female cc. look at what she?s done',miranda,,http://pbs.twimg.com/profile_images/1388820250414575619/EV-nV2sJ_normal.jpg,9,210,0,0,,,[],
1388823725022253059,Sun May 02 11:52:33 +0000 2021,xaotica,"b'@Kirk_du_soleil We do? In 2021 I still play a significant number of games where female is not an option, let alone? https://t.co/hTHNtJRAVT'",kimberley,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1134590019014840320/hCLsjoqU_normal.png,1502,656,0,0,,,[],
1388821221039542279,Sun May 02 11:42:36 +0000 2021,natalieiwood,b'IDF: Female soldiers were attacked by Haredim when assisting at Meron disaster https://t.co/UvT9hPBlb1 via? https://t.co/4Mu4kTqEZj',Natalie Irene Wood,http://abs.twimg.com/images/themes/theme5/bg.gif,http://pbs.twimg.com/profile_images/756397297668325376/yegBfndp_normal.jpg,1824,4822,0,0,,,[],
1388802259434098691,Sun May 02 10:27:16 +0000 2021,uniqueenpotato,"b""@ANATOMJI I think it's about some female streamer (being female isn't the matter of concern here tho) who said some? https://t.co/aLCR4Q2RDj""",viv // FIRST MCC :D,,http://pbs.twimg.com/profile_images/1388721344729124864/HoMuTpdH_normal.jpg,241,413,0,0,,,[],
1388795495624155136,Sun May 02 10:00:23 +0000 2021,miraliablythe,b'why do I feel like the female police is a spy/traitor :(',lia,,http://pbs.twimg.com/profile_images/1385277468014256132/Sp460t3a_normal.jpg,263,271,0,0,,,[],
1388791514919211011,Sun May 02 09:44:34 +0000 2021,dreamIftv,b'@larayesamin not supporting one female cc doesn?t mean you hate all of them :(',chlo !!,,http://pbs.twimg.com/profile_images/1388749037919211525/fl5L6Dym_normal.jpg,1205,1087,0,0,,,[],
1388776274114629633,Sun May 02 08:44:00 +0000 2021,ehlyricbot,b'female empowerment is cool but what about a song for when a girl doesnt like ur penis :( asking for a friend not my? https://t.co/bsZsz8MwZh',eh lyric bot,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1363870398128009222/lAI8rEHZ_normal.jpg,38,0,0,0,,,[],
1388738466838720512,Sun May 02 06:13:46 +0000 2021,DragonEmperor,"b'@ashara_xiv The roasted nut shop has its hawkers yell ""Put my nuts in your mouth!"" Which was hilarious seeing my 4? https://t.co/khkjOrXxY7'",Dragon Emperor,http://abs.twimg.com/images/themes/theme5/bg.gif,http://pbs.twimg.com/profile_images/1341307849935339520/9ag4iReh_normal.jpg,127,1034,0,1,,,[],
1388736219140476930,Sun May 02 06:04:50 +0000 2021,skinnysinnyy,b'my mom: why do u always ahve ur hair over ur face :(\n\nalso my mom when my hair is pulled back: aw my fav lil girl!!? https://t.co/2DKZWx4t7T',dizz is kinda back,,http://pbs.twimg.com/profile_images/1374222290037182468/GloGyMN4_normal.jpg,218,61,0,1,,,[],
1388659079686492160,Sun May 02 00:58:19 +0000 2021,Raphaelmorgans,"b'RT @PowerDyke: @nuance_sux @radiantbutch ""i am an anarchist""\n\n""lesbian means FEMALE who likes FEMALE! NO PENIS! fake woman they them &gt;:(""?'",Raphael,,http://pbs.twimg.com/profile_images/1318271160153378816/lHHRnU7d_normal.jpg,285,388,1,0,,,[],
1388650706975043587,Sun May 02 00:25:03 +0000 2021,jdotsnipezz,b'Why almost every female making a onlyfans? :(',NO LIMIT©,,http://pbs.twimg.com/profile_images/1340364398515392515/ZslP694h_normal.jpg,64,61,0,0,,,[],
1388636003812798467,Sat May 01 23:26:37 +0000 2021,TheArbourist,b'The female experience. :(\n\n Reason #2398471 women need spaces away from men. https://t.co/voieRmrs6F',The Arbourist,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1294038158548414465/sXVPYHs1_normal.jpg,1428,2566,1,3,,,[],
1388624898369605635,Sat May 01 22:42:29 +0000 2021,terra155,b'@earthma23 Here was me thinking they had the best interests of the person  :(\nKnow a female who is under public tru? https://t.co/T1nlLGEUKU',thyra elrick,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/921885410136961024/7WNRVh34_normal.jpg,1894,1926,0,1,,,[],
1388616881406414855,Sat May 01 22:10:38 +0000 2021,ShuglistanPk,"b""TBH,\nA boy can't share his female bestfriend with other boys!\n\nWe get jealous :((""",Hamzaahaha,,http://pbs.twimg.com/profile_images/1331170106764824578/U0aFvB77_normal.jpg,724,0,0,4,,,[],
1388586973758164997,Sat May 01 20:11:47 +0000 2021,exitmusiv,b'@sniffalt i am so incredibly sorry this is happening to you sniff. you dont deserve any of this. people are just je? https://t.co/FwgS3gNKJ0',effy !,,http://pbs.twimg.com/profile_images/1388914364120436738/u1hWERDs_normal.jpg,15,101,0,3,,,[],
1388565948869775360,Sat May 01 18:48:15 +0000 2021,Vikashr766,b'@Amouranth Amouranth :( you are such a strong lady! every woman should look up to you &amp; don?t you ever listen to th? https://t.co/5dxtf1tXl7',vikashr766,,http://pbs.twimg.com/profile_images/1366949003385053193/L4Buhh6K_normal.jpg,61,360,0,15,,,[],
1388541674876407808,Sat May 01 17:11:47 +0000 2021,Dawon0795,"b'RT @ILoveSf93: HELP\nnot related to sepgu, but is there any cat parent here??\n\nSo the thing is...\n\nMy female cat is pregnant. But my male ca?'",Dawon95,,http://pbs.twimg.com/profile_images/1385838781366898697/XGWlUZRX_normal.jpg,108,181,1,0,,,[],
1388529871761072133,Sat May 01 16:24:53 +0000 2021,LanceTheDon717,b'@novocrypto @BoredApeYC Well they have what?s called a ?Mutant Ape (NFT breeding) Arcade Machine? im gonna assume t? https://t.co/Z7U40AJLE5',Lance,,http://pbs.twimg.com/profile_images/1389059095592898561/-s3RNvLx_normal.jpg,2382,2227,0,1,,,[],
1388523168315416576,Sat May 01 15:58:15 +0000 2021,einh0rnmaedchen,"b""You can consider yourself very lucky if you have never felt the anxiety of a fat, female-read person at McDonald's among 20 drunk men :(""",Tina N.,,http://pbs.twimg.com/profile_images/1223655621129621504/i59KJ4Bn_normal.jpg,26,131,0,0,,,[],
1388521452127891459,Sat May 01 15:51:26 +0000 2021,lx_227,b'The year i got female attention has never happened :( https://t.co/RqSPSnYxED',xxviiiimmii,,http://pbs.twimg.com/profile_images/1388141242568126473/zeZbSuTZ_normal.jpg,10,54,0,2,,,[],
1389198342211575810,Mon May 03 12:41:09 +0000 2021,rintarous_hoe,"b'@sunagif Rintarou, baby. You deserve all the happiness in the world. :(('",easmeen rae,,http://pbs.twimg.com/profile_images/1384411543517896706/Ip2eSEXc_normal.jpg,250,394,0,1,,,[],
1389183918314692608,Mon May 03 11:43:50 +0000 2021,shanlysy,b'I miss my hoe&gt;:(',nekonekonisan,,http://pbs.twimg.com/profile_images/1385544967817359366/F2Vo76d__normal.jpg,123,110,0,2,,,[],
1389125173488472065,Mon May 03 07:50:24 +0000 2021,hoe_ppa,b'true :(((((((( https://t.co/edYm17QXWv',joohyuk pls choke me,,http://pbs.twimg.com/profile_images/1379241995391094786/zP2aOfoL_normal.jpg,916,428,0,0,,,[],
1389105449149079552,Mon May 03 06:32:02 +0000 2021,trashmasc,"b""@hoe_possum they are!!!\n\ni stepped on my 45 from 1969 accidentally the other day tho and it broke :(( it's a fairly? https://t.co/TApcn7vijB""",protect disabled &/or queer kids,,http://pbs.twimg.com/profile_images/1387486013606535177/q0f5YJe-_normal.jpg,84,177,0,1,,,[],
1389055945343475714,Mon May 03 03:15:19 +0000 2021,xRonn__,b'@ReturnOfCunect @xBumpy2k she was a hoe :( but my girl my wife so i?m good',ron,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1388965048182259712/k7VkQ6wY_normal.jpg,474,274,0,1,,,[],
1389055599116234758,Mon May 03 03:13:56 +0000 2021,xRonn__,b'@ReturnOfCunect @xBumpy2k i got blocked today from my hoe :(',ron,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1388965048182259712/k7VkQ6wY_normal.jpg,474,274,0,1,,,[],
1389012806381445121,Mon May 03 00:23:54 +0000 2021,hoe_ppa,"b'RT @eleezarocket: this is what we felt everyday, being an adult sucks :(  https://t.co/f3GIY91zh2'",joohyuk pls choke me,,http://pbs.twimg.com/profile_images/1379241995391094786/zP2aOfoL_normal.jpg,916,428,48772,0,,,[],
1388998023515049985,Sun May 02 23:25:09 +0000 2021,softbloodgf,b'not twitter deleting my gifs &gt;:( let me be a hoe in peace',alice,,http://pbs.twimg.com/profile_images/1388958731619028993/1rqLW5nr_normal.jpg,18,51,0,2,,,[],
1388948526978191366,Sun May 02 20:08:28 +0000 2021,BrunoMinswater,b'@ScottKing Oh no hoe everything turns out well :(',Joshua Lamkin,,http://pbs.twimg.com/profile_images/921369316326592512/UKT63eQN_normal.jpg,157,424,0,1,,,[],
1388932501779800064,Sun May 02 19:04:48 +0000 2021,hoe_rry,b':( hey lol https://t.co/x1rxKbREXn',Cherry,,http://pbs.twimg.com/profile_images/1385962500349255686/2wMVmHg4_normal.jpg,3950,282,1,45,,,[],
1388898920676282368,Sun May 02 16:51:21 +0000 2021,hoe_shi_,b'RT @_starryhoshiii: i miss this hoshi :( https://t.co/NuSzs7vrFr',IZ*ONE LOCKDOWN,,http://pbs.twimg.com/profile_images/1387256855764738048/iXHF41K9_normal.jpg,237,396,481,0,,,[],
1388859718991450115,Sun May 02 14:15:35 +0000 2021,rintarous_hoe,b'@yachisaiki are you sure? I have tons of water guns &gt;:(',easmeen rae,,http://pbs.twimg.com/profile_images/1384411543517896706/Ip2eSEXc_normal.jpg,250,394,0,0,,,[],
1388858337131782144,Sun May 02 14:10:05 +0000 2021,rintarous_hoe,b'@yachisaiki but... they made you sad &gt;:(',easmeen rae,,http://pbs.twimg.com/profile_images/1384411543517896706/Ip2eSEXc_normal.jpg,250,394,0,0,,,[],
1388857466474045441,Sun May 02 14:06:38 +0000 2021,rintarous_hoe,b'@iwaoiishi TIMESKIP &gt;:(',easmeen rae,,http://pbs.twimg.com/profile_images/1384411543517896706/Ip2eSEXc_normal.jpg,250,394,0,0,,,[],
1388857321518821376,Sun May 02 14:06:03 +0000 2021,rintarous_hoe,"b'[reloads the water gun] AGAIN, who made my baby sad &gt;:( https://t.co/VncPNsULTU'",easmeen rae,,http://pbs.twimg.com/profile_images/1384411543517896706/Ip2eSEXc_normal.jpg,250,394,0,1,,,[],
1388856895113289729,Sun May 02 14:04:22 +0000 2021,rintarous_hoe,b'[Grabs water gun] WHO &gt;:( https://t.co/tkijJJNSwe',easmeen rae,,http://pbs.twimg.com/profile_images/1384411543517896706/Ip2eSEXc_normal.jpg,250,394,0,1,,,[],
1388838723798937602,Sun May 02 12:52:09 +0000 2021,rintarous_hoe,"b'It was worth a try, I guess. BUT you can NOT get rid of me. &gt;:( https://t.co/uhfNZjsDDh'",easmeen rae,,http://pbs.twimg.com/profile_images/1384411543517896706/Ip2eSEXc_normal.jpg,250,394,0,0,,,[],
1388836359041953793,Sun May 02 12:42:45 +0000 2021,rintarous_hoe,b'@incorrectsukuna Pretty please :(',easmeen rae,,http://pbs.twimg.com/profile_images/1384411543517896706/Ip2eSEXc_normal.jpg,250,394,0,0,,,[],
1388821462673465344,Sun May 02 11:43:34 +0000 2021,rintarous_hoe,"b""y'all see this? interact w me so we can be bffs na &gt;:( https://t.co/xQvZnQHX3t""",easmeen rae,,http://pbs.twimg.com/profile_images/1384411543517896706/Ip2eSEXc_normal.jpg,250,394,0,1,,,[],
1388805290733162500,Sun May 02 10:39:18 +0000 2021,hoe_ppa,"b'Also, my initial reaction seconds before i saw this scene was ?oh myGAGDHND THEY?RE ABOUT TO MEET. finally after 2? https://t.co/9gPZhN2fKO'",joohyuk pls choke me,,http://pbs.twimg.com/profile_images/1379241995391094786/zP2aOfoL_normal.jpg,916,428,0,23,,,[],
1388768224125366273,Sun May 02 08:12:01 +0000 2021,MichellePino20,b'@jmexicana101752 ALL YOUR STUFF IS IN ONE PLACE NOW HOE. YOU JUST NEED TO GO THROUGH IT!! IM NOT THE BAD GUY &gt;:(',Michelle Pino,,http://pbs.twimg.com/profile_images/1018355455419191296/ITJBUyVp_normal.jpg,18,571,0,0,,,[],
1388730788330364930,Sun May 02 05:43:15 +0000 2021,hoe_possum,b'@gayemomessiah the video never happened :(',alex is a slackerbitch,,http://pbs.twimg.com/profile_images/1350181065613221888/ThNhPamw_normal.jpg,50,167,0,1,,,[],
1388713777885892611,Sun May 02 04:35:40 +0000 2021,hoe_ppa,b'What?s the use of me being a former stewardess if NOT TO BE NEXT TO THE NAM JOO HYUK????? :(((( https://t.co/qQztXvNpNq',joohyuk pls choke me,,http://pbs.twimg.com/profile_images/1379241995391094786/zP2aOfoL_normal.jpg,916,428,0,28,,,[],
1388680910799659011,Sun May 02 02:25:04 +0000 2021,SUFFOCATEMUSIC,b'@leo_bark_hoe I have mobile it?s just not the same :(',SUFFOCATE,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1388025299133100032/ibxhm_to_normal.jpg,4538,996,0,0,,,[],
1388636889775853577,Sat May 01 23:30:08 +0000 2021,salviclarissa,b'he?s such a hoe :(',J,,http://pbs.twimg.com/profile_images/1381846788064358400/f2VrlkrG_normal.jpg,154,150,0,0,,,[],
1388624422060191745,Sat May 01 22:40:36 +0000 2021,ChinaaIam,"b'RT @uh_huhhhoneyyy: I wish I didn?t have big boobs, cuz they take a regular cute shirt and make me look like a hoe :( it?s really a blessin?'",chinaa,,http://pbs.twimg.com/profile_images/1388800214123761665/hLmch_BZ_normal.jpg,572,477,2,0,,,[],
1388612461746475008,Sat May 01 21:53:04 +0000 2021,uh_huhhhoneyyy,"b'I wish I didn?t have big boobs, cuz they take a regular cute shirt and make me look like a hoe :( it?s really a blessing &amp; a curse'",Merissa,http://abs.twimg.com/images/themes/theme1/bg.png,http://pbs.twimg.com/profile_images/1376399578933600258/XZ3Ek7a0_normal.jpg,1252,1089,2,6,,,[],
1388592303028244487,Sat May 01 20:32:58 +0000 2021,nemos_hoe,b'@mushiappa_ thats means your having signs of malnuritiment :(',teddy:) | vibing to space song,,http://pbs.twimg.com/profile_images/1388529645130113026/aU7uDaOB_normal.png,150,414,0,0,,,[],
1388571016176222208,Sat May 01 19:08:23 +0000 2021,folkjoon,b'@SuGas_hoe yes the cat is so cute i want one :((',evie,,http://pbs.twimg.com/profile_images/1387602213082734599/X2YarU9G_normal.jpg,404,434,0,0,,,[],
